0	0	6.94294e+06	1	LIB
1	0	5.61363e+06	1	CON
2	1	3.47147e+06	1	LIB
3	0	3.46937e+06	1	NDP
4	1	2.80682e+06	1	CON
5	2	2.31431e+06	1	LIB
6	2	1.87121e+06	1	CON
7	3	1.73573e+06	1	LIB
8	1	1.73468e+06	1	NDP
9	3	1.40341e+06	1	CON
10	4	1.38859e+06	1	LIB
11	5	1.15716e+06	1	LIB
12	2	1.15646e+06	1	NDP
13	4	1.12273e+06	1	CON
14	6	991848	1	LIB
15	5	935606	1	CON
16	7	867867	1	LIB
17	3	867342	1	NDP
18	0	821144	1	BlQ
19	6	801948	1	CON
20	8	771437	1	LIB
21	7	701704	1	CON
22	9	694294	1	LIB
23	4	693874	1	NDP
24	10	631176	1	LIB
25	8	623737	1	CON
26	0	602933	1	GRN
27	11	578578	1	LIB
28	5	578228	1	NDP
29	9	561363	1	CON
30	12	534072	1	LIB
31	10	510330	1	CON
32	13	495924	1	LIB
33	6	495624	1	NDP
34	11	467803	1	CON
35	14	462862	1	LIB
36	15	433934	1	LIB
37	7	433671	1	NDP
38	12	431818	1	CON
39	1	410572	1	BlQ
40	16	408408	1	LIB
41	13	400974	1	CON
42	17	385719	1	LIB
43	8	385485	1	NDP
44	14	374242	1	CON
45	18	365418	1	LIB
46	15	350852	1	CON
47	19	347147	1	LIB
48	9	346937	1	NDP
49	20	330616	1	LIB
50	16	330214	1	CON
51	21	315588	1	LIB
52	10	315397	1	NDP
53	17	311868	1	CON
54	22	301867	1	LIB
55	18	295454	1	CON
56	23	289289	1	LIB
57	11	289114	1	NDP
58	19	280682	1	CON
59	24	277717	1	LIB
60	2	273715	1	BlQ
61	20	267316	1	CON
62	25	267036	1	LIB
63	12	266874	1	NDP
64	26	257146	1	LIB
65	21	255165	1	CON
66	27	247962	1	LIB
67	13	247812	1	NDP
68	22	244071	1	CON
69	28	239412	1	LIB
70	23	233901	1	CON
71	29	231431	1	LIB
72	14	231291	1	NDP
73	24	224545	1	CON
74	30	223966	1	LIB
75	31	216967	1	LIB
76	15	216836	1	NDP
77	25	215909	1	CON
78	32	210392	1	LIB
79	26	207912	1	CON
80	3	205286	1	BlQ
81	33	204204	1	LIB
82	16	204080	1	NDP
83	27	200487	1	CON
84	34	198370	1	LIB
85	28	193574	1	CON
86	35	192859	1	LIB
87	17	192743	1	NDP
88	36	187647	1	LIB
89	29	187121	1	CON
90	37	182709	1	LIB
91	18	182598	1	NDP
92	30	181085	1	CON
93	38	178024	1	LIB
94	31	175426	1	CON
95	39	173573	1	LIB
96	19	173468	1	NDP
97	32	170110	1	CON
98	40	169340	1	LIB
99	41	165308	1	LIB
100	20	165208	1	NDP
101	33	165107	1	CON
102	4	164229	1	BlQ
103	42	161464	1	LIB
104	34	160390	1	CON
105	43	157794	1	LIB
106	21	157699	1	NDP
107	35	155934	1	CON
108	44	154287	1	LIB
109	36	151720	1	CON
110	45	150933	1	LIB
111	22	150842	1	NDP
112	37	147727	1	CON
113	46	147722	1	LIB
114	47	144645	1	LIB
115	23	144557	1	NDP
116	38	143939	1	CON
117	48	141693	1	LIB
118	39	140341	1	CON
119	49	138859	1	LIB
120	24	138775	1	NDP
121	40	136918	1	CON
122	5	136857	1	BlQ
123	50	136136	1	LIB
124	41	133658	1	CON
125	51	133518	1	LIB
126	25	133437	1	NDP
