471	88	31270.5	0	LIB
472	186	31204.7	0	CON
473	144	31120.1	0	NDP
474	187	31038.7	0	CON
475	89	30923.1	0	LIB
476	145	30906.9	0	NDP
477	188	30874.4	0	CON
478	28	30738.8	0	BlQ
479	189	30711.9	0	CON
480	146	30696.7	0	NDP
481	90	30583.3	0	LIB
482	190	30551.2	0	CON
483	147	30489.3	0	NDP
484	191	30392	0	CON
485	148	30284.6	0	NDP
486	91	30250.8	0	LIB
487	192	30234.6	0	CON
488	18	30110.3	0	GRN
489	149	30082.7	0	NDP
490	193	30078.7	0	CON
491	92	29925.5	0	LIB
492	194	29924.5	0	CON
493	150	29883.5	0	NDP
494	195	29771.8	0	CON
495	29	29714.2	0	BlQ
496	151	29686.9	0	NDP
497	196	29620.7	0	CON
498	93	29607.2	0	LIB
499	152	29492.9	0	NDP
500	197	29471.1	0	CON
501	198	29323	0	CON
502	153	29301.4	0	NDP
503	94	29295.5	0	LIB
504	199	29176.3	0	CON
505	154	29112.3	0	NDP
506	200	29031.2	0	CON
507	95	28990.4	0	LIB
508	155	28925.7	0	NDP
509	201	28887.5	0	CON
510	30	28755.6	0	BlQ
511	202	28745.2	0	CON
512	156	28741.5	0	NDP
513	96	28691.5	0	LIB
514	19	28604.8	0	GRN
515	203	28604.3	0	CON
516	157	28559.6	0	NDP
517	204	28464.7	0	CON
518	97	28398.7	0	LIB
519	158	28379.9	0	NDP
520	205	28326.6	0	CON
521	159	28202.6	0	NDP
522	206	28189.7	0	CON
523	98	28111.9	0	LIB
524	207	28054.2	0	CON
525	160	28027.4	0	NDP
526	208	27920	0	CON
527	31	27857	0	BlQ
528	161	27854.4	0	NDP
529	99	27830.8	0	LIB
530	209	27787	0	CON
531	162	27683.5	0	NDP
532	210	27655.3	0	CON
533	100	27555.2	0	LIB
534	211	27524.9	0	CON
535	163	27514.7	0	NDP
536	212	27395.6	0	CON
537	164	27347.9	0	NDP
538	101	27285.1	0	LIB
539	213	27267.6	0	CON
540	20	27242.6	0	GRN
541	165	27183.2	0	NDP
542	214	27140.8	0	CON
543	166	27020.4	0	NDP
544	102	27020.2	0	LIB
545	215	27015.1	0	CON
546	32	27012.9	0	BlQ
547	216	26890.6	0	CON
548	167	26859.6	0	NDP
549	217	26767.3	0	CON
550	103	26760.3	0	LIB
551	168	26700.7	0	NDP
552	218	26645.1	0	CON
553	169	26543.6	0	NDP
554	219	26524	0	CON
555	104	26505.5	0	LIB
556	220	26403.9	0	CON
557	170	26388.4	0	NDP
558	221	26285	0	CON
559	105	26255.4	0	LIB
560	171	26234.9	0	NDP
561	33	26218.4	0	BlQ
562	222	26167.1	0	CON
563	172	26083.3	0	NDP
564	223	26050.3	0	CON
565	106	26010.1	0	LIB
566	21	26004.3	0	GRN
567	4	25940.6	0	Oth
568	224	25934.5	0	CON
569	173	25933.4	0	NDP
570	225	25819.8	0	CON
571	174	25785.2	0	NDP
572	107	25769.2	0	LIB
573	226	25706	0	CON
574	175	25638.7	0	NDP
575	227	25593.3	0	CON
576	108	25532.8	0	LIB
577	176	25493.8	0	NDP
578	228	25481.5	0	CON
579	34	25469.3	0	BlQ
580	229	25370.7	0	CON
581	177	25350.6	0	NDP
582	109	25300.7	0	LIB
583	230	25260.9	0	CON
584	178	25209	0	NDP
585	231	25152	0	CON
586	110	25072.8	0	LIB
587	179	25069	0	NDP
588	232	25044.1	0	CON
589	233	24937.1	0	CON
590	180	24930.4	0	NDP
591	22	24873.7	0	GRN
592	3	24857	0	SPL
593	111	24848.9	0	LIB
594	234	24830.9	0	CON
595	181	24793.5	0	NDP
596	35	24761.8	0	BlQ
597	235	24725.7	0	CON
598	182	24658	0	NDP
599	112	24629	0	LIB
600	236	24621.4	0	CON
601	183	24524	0	NDP
602	237	24517.9	0	CON
603	238	24415.4	0	CON
604	113	24412.9	0	LIB
605	184	24391.4	0	NDP
606	239	24313.6	0	CON
607	185	24260.3	0	NDP
608	240	24212.7	0	CON
609	114	24200.7	0	LIB
610	186	24130.5	0	NDP
611	241	24112.7	0	CON
612	36	24092.6	0	BlQ
613	242	24013.5	0	CON
614	187	24002.2	0	NDP
615	115	23992	0	LIB
