0	6.93014e+06	1	Lib
0	5.6005e+06	1	Con
1	3.46507e+06	1	Lib
0	3.46126e+06	1	NDP
1	2.80025e+06	1	Con
2	2.31005e+06	1	Lib
2	1.86683e+06	1	Con
3	1.73253e+06	1	Lib
1	1.73063e+06	1	NDP
3	1.40012e+06	1	Con
4	1.38603e+06	1	Lib
5	1.15502e+06	1	Lib
2	1.15375e+06	1	NDP
4	1.1201e+06	1	Con
6	990019	1	Lib
5	933416	1	Con
7	866267	1	Lib
3	865316	1	NDP
0	818652	1	BlQ
6	800071	1	Con
8	770015	1	Lib
7	700062	1	Con
9	693014	1	Lib
4	692252	1	NDP
10	630012	1	Lib
8	622277	1	Con
0	605864	1	GRN
11	577511	1	Lib
5	576877	1	NDP
9	560050	1	Con
12	533087	1	Lib
10	509136	1	Con
13	495010	1	Lib
6	494466	1	NDP
11	466708	1	Con
14	462009	1	Lib
15	433134	1	Lib
7	432658	1	NDP
12	430807	1	Con
1	409326	1	BlQ
16	407655	1	Lib
13	400035	1	Con
17	385008	1	Lib
8	384585	1	NDP
14	373366	1	Con
18	364744	1	Lib
15	350031	1	Con
19	346507	1	Lib
9	346126	1	NDP
20	330006	1	Lib
16	329441	1	Con
21	315006	1	Lib
10	314660	1	NDP
17	311139	1	Con
22	301310	1	Lib
18	294763	1	Con
23	288756	1	Lib
11	288438	1	NDP
19	280025	1	Con
24	277205	1	Lib
2	272884	1	BlQ
20	266690	1	Con
25	266544	1	Lib
12	266251	1	NDP
26	256672	1	Lib
21	254568	1	Con
27	247505	1	Lib
13	247233	1	NDP
22	243500	1	Con
28	238970	1	Lib
23	233354	1	Con
29	231005	1	Lib
14	230751	1	NDP
24	224020	1	Con
30	223553	1	Lib
31	216567	1	Lib
15	216329	1	NDP
25	215404	1	Con
32	210004	1	Lib
26	207426	1	Con
3	204663	1	BlQ
33	203828	1	Lib
16	203604	1	NDP
27	200018	1	Con
34	198004	1	Lib
28	193121	1	Con
35	192504	1	Lib
17	192292	1	NDP
36	187301	1	Lib
29	186683	1	Con
37	182372	1	Lib
18	182172	1	NDP
30	180661	1	Con
38	177696	1	Lib
31	175016	1	Con
39	173253	1	Lib
19	173063	1	NDP
32	169712	1	Con
40	169028	1	Lib
41	165003	1	Lib
20	164822	1	NDP
33	164720	1	Con
4	163730	1	BlQ
42	161166	1	Lib
34	160014	1	Con
43	157503	1	Lib
21	157330	1	NDP
35	155569	1	Con
44	154003	1	Lib
36	151365	1	Con
45	150655	1	Lib
22	150490	1	NDP
46	147450	1	Lib
37	147381	1	Con
47	144378	1	Lib
23	144219	1	NDP
38	143602	1	Con
48	141431	1	Lib
39	140012	1	Con
49	138603	1	Lib
24	138450	1	NDP
