35	125345	1	NDP
46	124155	1	Con
36	121957	1	NDP
47	121568	1	Con
22	121003	1	Lib
48	119087	1	Con
37	118748	1	NDP
49	116705	1	Con
23	115962	1	Lib
38	115703	1	NDP
50	114417	1	Con
39	112810	1	NDP
51	112217	1	Con
24	111323	1	Lib
52	110099	1	Con
40	110059	1	NDP
53	108061	1	Con
41	107438	1	NDP
25	107041	1	Lib
54	106096	1	Con
42	104940	1	NDP
55	104201	1	Con
26	103077	1	Lib
43	102555	1	NDP
56	102373	1	Con
57	100608	1	Con
44	100276	1	NDP
27	99395.6	1	Lib
58	98902.9	1	Con
45	98095.9	1	NDP
59	97254.5	1	Con
46	96008.7	1	NDP
28	95968.1	1	Lib
60	95660.2	1	Con
61	94117.3	1	Con
47	94008.6	1	NDP
29	92769.2	1	Lib
62	92623.3	1	Con
48	92090	1	NDP
63	91176.1	1	Con
49	90248.2	1	NDP
30	89776.6	1	Lib
64	89773.4	1	Con
50	88478.6	1	NDP
65	88413.2	1	Con
66	87093.6	1	Con
31	86971.1	1	Lib
51	86777.1	1	NDP
67	85812.8	1	Con
52	85139.8	1	NDP
68	84569.1	1	Con
32	84335.6	1	Lib
53	83563.2	1	NDP
69	83361	1	Con
70	82186.9	1	Con
54	82043.8	1	NDP
33	81855.2	1	Lib
71	81045.4	1	Con
55	80578.8	1	NDP
72	79935.2	1	Con
56	79165.1	1	NDP
73	78855	1	Con
74	77803.6	1	Con
57	77800.2	1	NDP
75	76779.9	1	Con
58	76481.5	1	NDP
76	75782.7	1	Con
59	75206.9	1	NDP
77	74811.2	1	Con
60	73974	1	NDP
78	73864.2	1	Con
79	72940.9	1	Con
61	72780.8	1	NDP
80	72040.4	1	Con
62	71625.6	1	NDP
81	71161.8	1	Con
63	70506.4	1	NDP
82	70304.5	1	Con
83	69467.5	1	Con
64	69421.7	1	NDP
84	68650.2	1	Con
65	68369.9	1	NDP
85	67852	1	Con
66	67349.4	1	NDP
86	67072.1	1	Con
67	66359	1	NDP
87	66309.9	1	Con
88	65564.8	1	Con
68	65397.3	1	NDP
89	64836.3	1	Con
69	64463	1	NDP
90	64123.8	1	Con
70	63555.1	1	NDP
91	63426.8	1	Con
92	62744.8	1	Con
71	62672.4	1	NDP
93	62077.3	1	Con
72	61813.8	1	NDP
94	61423.9	1	Con
73	60978.5	1	NDP
95	60784.1	1	Con
74	60165.5	1	NDP
96	60157.4	1	Con
97	59543.6	1	Con
75	59373.8	1	NDP
98	58942.1	1	Con
76	58602.7	1	NDP
99	58352.7	1	Con
77	57851.4	1	NDP
100	57775	1	Con
101	57208.5	1	Con
78	57119.1	1	NDP
102	56653.1	1	Con
79	56405.1	1	NDP
103	56108.4	1	Con
80	55708.8	1	NDP
104	55574	1	Con
105	55049.7	1	Con
81	55029.4	1	NDP
106	54535.2	1	Con
82	54366.4	1	NDP
107	54030.3	1	Con
83	53719.2	1	NDP
108	53534.6	1	Con
84	53087.2	1	NDP
109	53047.9	1	Con
110	52570	1	Con
85	52469.9	1	NDP
111	52100.6	1	Con
86	51866.8	1	NDP
112	51639.6	1	Con
87	51277.4	1	NDP
113	51186.6	1	Con
114	50741.5	1	Con
88	50701.2	1	NDP
115	50304.1	1	Con
89	50137.9	1	NDP
116	49874.1	1	Con
90	49586.9	1	NDP
117	49451.4	1	Con
91	49047.9	1	NDP
118	49035.9	1	Con
119	48627.2	1	Con
92	48520.5	1	NDP
120	48225.4	1	Con
93	48004.4	1	NDP
121	47830.1	1	Con
94	47499.1	1	NDP
122	47441.2	1	Con
123	47058.6	1	Con
95	47004.3	1	NDP
124	46682.2	1	Con
96	46519.7	1	NDP
125	46311.7	1	Con
97	46045	1	NDP
126	45947	1	Con
127	45588	1	Con
98	45579.9	1	NDP
128	45234.7	1	Con
99	45124.1	1	NDP
129	44886.7	1	Con
100	44677.3	1	NDP
130	44544	1	Con
101	44239.3	1	NDP
131	44206.6	1	Con
132	43874.2	1	Con
102	43809.8	1	NDP
133	43546.8	1	Con
134	43224.2	1	Con
135	42906.4	1	Con
136	42593.2	1	Con
137	42284.6	1	Con
138	41980.4	1	Con
139	41680.5	1	Con
140	41384.9	1	Con
141	41093.5	1	Con
142	40806.1	1	Con
143	40522.7	1	Con
144	40243.2	1	Con
145	39967.6	1	Con
146	39695.7	1	Con
147	39427.5	1	Con
148	39162.9	1	Con
149	38901.8	1	Con
150	38644.2	1	Con
151	38389.9	1	Con
152	38139	1	Con
153	37891.4	1	Con
154	37646.9	1	Con
155	37405.6	1	Con
156	37167.3	1	Con
157	36932.1	1	Con
158	36699.8	1	Con
159	36470.4	1	Con
160	36243.9	1	Con
161	36020.2	1	Con
162	35799.2	1	Con
163	35580.9	1	Con
164	35365.3	1	Con
165	35152.2	1	Con
1	286048	0	Grn
2	190698	0	Grn
4	178285	0	BlQ
5	148571	0	BlQ
3	143024	0	Grn
0	129703	0	Oth
6	127346	0	BlQ
4	114419	0	Grn
7	111428	0	BlQ
8	99047.2	0	BlQ
5	95349.2	0	Grn
9	89142.5	0	BlQ
6	81727.9	0	Grn
10	81038.6	0	BlQ
34	79516.5	0	Lib
35	77307.7	0	Lib
36	75218.3	0	Lib
11	74285.4	0	BlQ
37	73238.8	0	Lib
7	71511.9	0	Grn
38	71360.9	0	Lib
39	69576.9	0	Lib
12	68571.2	0	BlQ
40	67879.9	0	Lib
41	66263.7	0	Lib
1	64851.5	0	Oth
42	64722.7	0	Lib
13	63673.2	0	BlQ
8	63566.1	0	Grn
43	63251.7	0	Lib
44	61846.1	0	Lib
45	60501.7	0	Lib
14	59428.3	0	BlQ
46	59214.4	0	Lib
47	57980.8	0	Lib
9	57209.5	0	Grn
48	56797.5	0	Lib
15	55714.1	0	BlQ
49	55661.5	0	Lib
50	54570.1	0	Lib
51	53520.7	0	Lib
52	52510.9	0	Lib
16	52436.8	0	BlQ
10	52008.6	0	Grn
53	51538.4	0	Lib
54	50601.4	0	Lib
55	49697.8	0	Lib
17	49523.6	0	BlQ
56	48825.9	0	Lib
57	47984.1	0	Lib
11	47674.6	0	Grn
58	47170.8	0	Lib
18	46917.1	0	BlQ
59	46384.6	0	Lib
60	45624.2	0	Lib
61	44888.3	0	Lib
19	44571.2	0	BlQ
62	44175.8	0	Lib
12	44007.3	0	Grn
63	43485.6	0	Lib
103	43388.6	0	NDP
2	43234.3	0	Oth
104	42975.3	0	NDP
64	42816.6	0	Lib
105	42569.9	0	NDP
20	42448.8	0	BlQ
106	42172.1	0	NDP
65	42167.8	0	Lib
107	41781.6	0	NDP
66	41538.4	0	Lib
108	41398.3	0	NDP
109	41021.9	0	NDP
67	40927.6	0	Lib
13	40863.9	0	Grn
110	40652.4	0	NDP
21	40519.3	0	BlQ
68	40334.4	0	Lib
111	40289.4	0	NDP
112	39932.8	0	NDP
69	39758.2	0	Lib
113	39582.6	0	NDP
114	39238.4	0	NDP
70	39198.3	0	Lib
115	38900.1	0	NDP
22	38757.6	0	BlQ
71	38653.8	0	Lib
116	38567.6	0	NDP
117	38240.8	0	NDP
14	38139.7	0	Grn
72	38124.3	0	Lib
118	37919.4	0	NDP
73	37609.1	0	Lib
119	37603.4	0	NDP
120	37292.7	0	NDP
23	37142.7	0	BlQ
74	37107.7	0	Lib
121	36987	0	NDP
122	36686.3	0	NDP
75	36619.4	0	Lib
123	36390.4	0	NDP
76	36143.8	0	Lib
124	36099.3	0	NDP
125	35812.8	0	NDP
15	35755.9	0	Grn
77	35680.5	0	Lib
24	35657	0	BlQ
126	35530.8	0	NDP
127	35253.2	0	NDP
78	35228.8	0	Lib
128	34979.9	0	NDP
166	34941.7	0	Con
79	34788.4	0	Lib
167	34733.8	0	Con
129	34710.9	0	NDP
168	34528.2	0	Con
130	34445.9	0	NDP
80	34359	0	Lib
169	34325.1	0	Con
25	34285.6	0	BlQ
131	34184.9	0	NDP
170	34124.4	0	Con
81	33940	0	Lib
132	33927.9	0	NDP
171	33926	0	Con
172	33729.9	0	Con
133	33674.7	0	NDP
16	33652.6	0	Grn
173	33536	0	Con
82	33531	0	Lib
134	33425.3	0	NDP
174	33344.4	0	Con
135	33179.5	0	NDP
175	33154.9	0	Con
83	33131.9	0	Lib
26	33015.7	0	BlQ
176	32967.6	0	Con
136	32937.3	0	NDP
177	32782.4	0	Con
84	32742.1	0	Lib
137	32698.6	0	NDP
178	32599.3	0	Con
138	32463.4	0	NDP
3	32425.8	0	Oth
179	32418.2	0	Con
85	32361.3	0	Lib
180	32239.1	0	Con
139	32231.5	0	NDP
181	32061.9	0	Con
140	32002.9	0	NDP
86	31989.4	0	Lib
182	31886.7	0	Con
27	31836.6	0	BlQ
17	31783.1	0	Grn
141	31777.5	0	NDP
183	31713.4	0	Con
87	31625.9	0	Lib
142	31555.3	0	NDP
184	31542	0	Con
185	31372.4	0	Con
143	31336.2	0	NDP
88	31270.5	0	Lib
186	31204.7	0	Con
144	31120.1	0	NDP
187	31038.7	0	Con
89	30923.1	0	Lib
145	30906.9	0	NDP
188	30874.4	0	Con
28	30738.8	0	BlQ
189	30711.9	0	Con
146	30696.7	0	NDP
90	30583.3	0	Lib
190	30551.2	0	Con
147	30489.3	0	NDP
191	30392	0	Con
148	30284.6	0	NDP
91	30250.8	0	Lib
192	30234.6	0	Con
18	30110.3	0	Grn
149	30082.7	0	NDP
193	30078.7	0	Con
92	29925.5	0	Lib
194	29924.5	0	Con
150	29883.5	0	NDP
195	29771.8	0	Con
29	29714.2	0	BlQ
151	29686.9	0	NDP
196	29620.7	0	Con
93	29607.2	0	Lib
152	29492.9	0	NDP
197	29471.1	0	Con
198	29323	0	Con
153	29301.4	0	NDP
94	29295.5	0	Lib
199	29176.3	0	Con
154	29112.3	0	NDP
200	29031.2	0	Con
95	28990.4	0	Lib
155	28925.7	0	NDP
201	28887.5	0	Con
30	28755.6	0	BlQ
202	28745.2	0	Con
156	28741.5	0	NDP
96	28691.5	0	Lib
19	28604.8	0	Grn
203	28604.3	0	Con
157	28559.6	0	NDP
204	28464.7	0	Con
97	28398.7	0	Lib
158	28379.9	0	NDP
205	28326.6	0	Con
159	28202.6	0	NDP
206	28189.7	0	Con
98	28111.9	0	Lib
207	28054.2	0	Con
160	28027.4	0	NDP
208	27920	0	Con
31	27857	0	BlQ
161	27854.4	0	NDP
99	27830.8	0	Lib
209	27787	0	Con
162	27683.5	0	NDP
210	27655.3	0	Con
100	27555.2	0	Lib
211	27524.9	0	Con
163	27514.7	0	NDP
212	27395.6	0	Con
164	27347.9	0	NDP
101	27285.1	0	Lib
213	27267.6	0	Con
20	27242.6	0	Grn
165	27183.2	0	NDP
214	27140.8	0	Con
166	27020.4	0	NDP
102	27020.2	0	Lib
215	27015.1	0	Con
32	27012.9	0	BlQ
216	26890.6	0	Con
167	26859.6	0	NDP
217	26767.3	0	Con
103	26760.3	0	Lib
168	26700.7	0	NDP
218	26645.1	0	Con
169	26543.6	0	NDP
219	26524	0	Con
104	26505.5	0	Lib
220	26403.9	0	Con
170	26388.4	0	NDP
221	26285	0	Con
105	26255.4	0	Lib
171	26234.9	0	NDP
33	26218.4	0	BlQ
222	26167.1	0	Con
172	26083.3	0	NDP
223	26050.3	0	Con
106	26010.1	0	Lib
21	26004.3	0	Grn
4	25940.6	0	Oth
224	25934.5	0	Con
173	25933.4	0	NDP
225	25819.8	0	Con
174	25785.2	0	NDP
107	25769.2	0	Lib
226	25706	0	Con
175	25638.7	0	NDP
227	25593.3	0	Con
108	25532.8	0	Lib
176	25493.8	0	NDP
228	25481.5	0	Con
34	25469.3	0	BlQ
229	25370.7	0	Con
177	25350.6	0	NDP
109	25300.7	0	Lib
230	25260.9	0	Con
178	25209	0	NDP
231	25152	0	Con
110	25072.8	0	Lib
179	25069	0	NDP
232	25044.1	0	Con
233	24937.1	0	Con
180	24930.4	0	NDP
22	24873.7	0	Grn
111	24848.9	0	Lib
234	24830.9	0	Con
181	24793.5	0	NDP
35	24761.8	0	BlQ
235	24725.7	0	Con
182	24658	0	NDP
112	24629	0	Lib
236	24621.4	0	Con
183	24524	0	NDP
237	24517.9	0	Con
238	24415.4	0	Con
113	24412.9	0	Lib
184	24391.4	0	NDP
239	24313.6	0	Con
185	24260.3	0	NDP
240	24212.7	0	Con
114	24200.7	0	Lib
186	24130.5	0	NDP
241	24112.7	0	Con
36	24092.6	0	BlQ
242	24013.5	0	Con
187	24002.2	0	NDP
115	23992	0	Lib
243	23915	0	Con
188	23875.2	0	NDP
23	23837.3	0	Grn
244	23817.4	0	Con
